,Contrast,abbrev,A,B,mean(A),std(A),mean(B),std(B),Paired,Parametric,T,dof,Tail,p-unc,p-corr,p-adjust,BF10,cohen
257,abbrev * group_label,GENv,cue,alcohol,22467497.519079998,10689580.093006654,16267655.227548,5238157.540888214,False,True,1.1645882881512153,8.0,one-sided,0.1388681843359616,0.3955402778558007,fdr_bh,1.468,0.7365503053828647
258,abbrev * group_label,ILM,relapse,control,10370996.797772001,2127303.228004234,10215049.904968001,5496417.533630635,False,True,0.059165926615093976,8.0,one-sided,0.47713560048211034,0.49781677697918897,fdr_bh,0.986,0.03741981759561469
259,abbrev * group_label,ILM,relapse,cue,10370996.797772001,2127303.228004234,10897731.17302,5283727.142365101,False,True,-0.2067830223452828,8.0,one-sided,0.4206726902518201,0.4782086411607013,fdr_bh,0.998,-0.1307810664129173
260,abbrev * group_label,ILM,relapse,alcohol,10370996.797772001,2127303.228004234,6087561.597348,1689758.5823327962,False,True,3.5255618333678207,8.0,one-sided,0.0038911677466935413,0.17660889370035654,fdr_bh,12.37,2.2297610850402667
261,abbrev * group_label,ILM,control,cue,10215049.904968001,5496417.533630635,10897731.17302,5283727.142365101,False,True,-0.20022065856047971,8.0,one-sided,0.42315206308776165,0.4783118776578215,fdr_bh,0.997,-0.12663066313400118
262,abbrev * group_label,ILM,control,alcohol,10215049.904968001,5496417.533630635,6087561.597348,1689758.5823327962,False,True,1.6050211033065445,8.0,one-sided,0.07357829508510237,0.35138493450243996,fdr_bh,2.017,1.015104475817018
263,abbrev * group_label,ILM,cue,alcohol,10897731.17302,5283727.142365101,6087561.597348,1689758.5823327962,False,True,1.9389208087112475,8.0,one-sided,0.044246820144455835,0.3261937837108331,fdr_bh,2.666,1.2262811916446372
264,abbrev * group_label,LAT,relapse,control,9256106.593020001,2026124.439283402,5996132.548352,1542049.5149018674,False,True,2.862911258141007,8.0,one-sided,0.010528498222718587,0.22241452495493017,fdr_bh,6.378,1.8106640629327713
265,abbrev * group_label,LAT,relapse,cue,9256106.593020001,2026124.439283402,8694315.553306,3336506.0472788266,False,True,0.32181302892362446,8.0,one-sided,0.3779211066469527,0.4701479979304623,fdr_bh,1.017,0.2035324304232596
266,abbrev * group_label,LAT,relapse,alcohol,9256106.593020001,2026124.439283402,5296085.865024,1348181.6864567262,False,True,3.638479035696245,8.0,one-sided,0.0033017403231679894,0.1759321470021104,fdr_bh,13.854,2.3011761943146443
267,abbrev * group_label,LAT,control,cue,5996132.548352,1542049.5149018674,8694315.553306,3336506.0472788266,False,True,-1.6414425507597874,8.0,one-sided,0.06966652517708062,0.35138493450243996,fdr_bh,2.076,-1.0381394217434956
268,abbrev * group_label,LAT,control,alcohol,5996132.548352,1542049.5149018674,5296085.865024,1348181.6864567262,False,True,0.7642221041254005,8.0,one-sided,0.23333755367102277,0.4297928249480447,fdr_bh,1.178,0.48333649745652546
