"case_id","abbrev","signal_density","group_label"
42,"CEA",9708694.61078,"control"
42,"IA",17239558.1395,"control"
42,"MEA",9559292.30769,"control"
42,"HIP",11483478.9119,"control"
42,"RHP",12827376.4371,"control"
42,"ACA",20271234.3426,"control"
42,"AI",15430543.3476,"control"
42,"AUD",20123120.7577,"control"
42,"ECT",19109843.4783,"control"
42,"FRP",10856112.1212,"control"
42,"GU",19652741.5426,"control"
42,"ILA",14140958.4416,"control"
42,"MO",19063826.5134,"control"
42,"ORB",19871391.0103,"control"
42,"PERI",21079299.6845,"control"
42,"PL",16896717.1315,"control"
42,"PTLp",22057373.728,"control"
42,"RSP",12363892.34,"control"
42,"SS",26169634.0708,"control"
42,"TEa",14726695.5267,"control"
42,"VIS",16676185.8453,"control"
42,"VISC",18963588.8755,"control"
42,"AOB",7000600,"control"
42,"AON",15679055.4435,"control"
42,"COA",7847525.65257,"control"
42,"DP",13559455.3571,"control"
42,"MOB",21051348.4848,"control"
42,"NLOT",14296778.5714,"control"
42,"PAA",5295853.24232,"control"
42,"PIR",12755904.6099,"control"
42,"TR",10066176.3441,"control"
42,"TT",13290656.535,"control"
42,"BLAa",16685983.1081,"control"
42,"BLAp",22737182.5095,"control"
42,"BLAv",15474758.9286,"control"
42,"BMA",16091544.6623,"control"
42,"CLA",34835850.4673,"control"
42,"EPd",22654573.2165,"control"
42,"EPv",22169073.5294,"control"
42,"LA",14904915.6627,"control"
42,"PA",18378248.2759,"control"
43,"ACVII",7814000,"alcohol"
43,"GRN",2601060.46512,"alcohol"
43,"IRN",2113312,"alcohol"
43,"MARN",3257153.84615,"alcohol"
43,"PARN",1506953.48837,"alcohol"
43,"VI",1032428.57143,"alcohol"
43,"VII",876573.529412,"alcohol"
43,"VNC",687678.39196,"alcohol"
43,"CN",215687.5,"alcohol"
43,"NTB",3439037.03704,"alcohol"
43,"B",4702333.33333,"alcohol"
43,"DTN",3272000,"alcohol"
43,"PCG",4332527.55906,"alcohol"
43,"PG",15954211.9565,"alcohol"
43,"PRNc",11120557.2968,"alcohol"
43,"SG",724125,"alcohol"
43,"SUT",9248870.37037,"alcohol"
43,"TRN",12675483.3948,"alcohol"
43,"V",3229817.2043,"alcohol"
43,"CS",5942000,"alcohol"
43,"LC",4307000,"alcohol"
43,"LDT",6313489.79592,"alcohol"
43,"NI",5273214.28571,"alcohol"
43,"PRNr",6862262.82723,"alcohol"
43,"SLC",9284666.66667,"alcohol"
43,"SLD",7779000,"alcohol"
43,"NLL",1309259.84252,"alcohol"
43,"PB",7239363.12849,"alcohol"
43,"PSV",1497989.69072,"alcohol"
43,"SOC",2510743.90244,"alcohol"
43,"LHA",8719984.87837,"alcohol"
43,"LPO",9061618.75,"alcohol"
43,"PST",12937000,"alcohol"
43,"PSTN",13646782.6087,"alcohol"
43,"RCH",2372330.76923,"alcohol"
43,"STN",4747313.43284,"alcohol"
43,"TU",2287913.63636,"alcohol"
43,"ZI",11958519.1257,"alcohol"
43,"AHN",9939059.58549,"alcohol"
43,"MBO",2843361.47757,"alcohol"
43,"MPN",3837307.69231,"alcohol"
43,"PH",8833783.23699,"alcohol"
43,"PMv",4995673.91304,"alcohol"
43,"PVHd",8595954.54545,"alcohol"
43,"VMH",3888039.82301,"alcohol"
43,"ADP",5518631.57895,"alcohol"
43,"AVP",1987689.65517,"alcohol"
43,"AVPV",1444666.66667,"alcohol"
43,"DMH",8951824.32432,"alcohol"
43,"MEPO",4264223.52941,"alcohol"
43,"MPO",5161819.95134,"alcohol"
43,"PD",8103000,"alcohol"
43,"PS",5677769.23077,"alcohol"
43,"PVp",879049.180328,"alcohol"
43,"PVpo",1664357.14286,"alcohol"
43,"SBPV",10841202.8986,"alcohol"
43,"SFO",240800,"alcohol"
43,"VLPO",1695454.54545,"alcohol"
43,"ARH",1025670.32967,"alcohol"
43,"PVH",4321000,"alcohol"
43,"PVa",2961500,"alcohol"
43,"PVi",3209914.89362,"alcohol"
43,"SO",1546969.69697,"alcohol"
43,"ATN",4179540.85603,"alcohol"
43,"EPI",2855915.42289,"alcohol"
43,"GENv",17486371.7949,"alcohol"
43,"ILM",5108368.5446,"alcohol"
43,"LAT",4999344.00949,"alcohol"
43,"MED",4680137.2549,"alcohol"
43,"MTN",13039793.3333,"alcohol"
43,"RT",5692375,"alcohol"
43,"GENd",3047575.53957,"alcohol"
43,"PP",9022250,"alcohol"
43,"SPA",8828000,"alcohol"
43,"SPF",12174039.3701,"alcohol"
43,"VENT",9384194.04019,"alcohol"
43,"CUN",9686942.14876,"alcohol"
43,"EW",24106500,"alcohol"
43,"III",9729187.5,"alcohol"
43,"IV",12380000,"alcohol"
43,"LT",20220500,"alcohol"
43,"MRN",10522037.8863,"alcohol"
43,"ND",12227166.6667,"alcohol"
43,"PRC",15211161.2903,"alcohol"
43,"APN",4962992.8401,"alcohol"
43,"MPT",9388500,"alcohol"
43,"NOT",8290285.71429,"alcohol"
43,"NPC",13267055.5556,"alcohol"
43,"OP",3906965.51724,"alcohol"
43,"PPT",15273083.3333,"alcohol"
43,"RN",8342397.6378,"alcohol"
43,"RR",7974210.81081,"alcohol"
43,"SCdg",15057860.4167,"alcohol"
43,"SCdw",9510503.87597,"alcohol"
43,"SCig",12322217.9732,"alcohol"
43,"SCiw",12692258.2697,"alcohol"
43,"SNr",3711207.26172,"alcohol"
43,"VTA",6530523.65931,"alcohol"
43,"VTN",4098357.14286,"alcohol"
43,"IC",8541144.08808,"alcohol"
43,"MEV",9715071.42857,"alcohol"
43,"NB",5911711.53846,"alcohol"
43,"PBG",1006341.46341,"alcohol"
43,"SAG",8275585.36585,"alcohol"
43,"SCop",11675084.6774,"alcohol"
43,"SCsg",3699503.58423,"alcohol"
43,"PPN",9802432.83582,"alcohol"
43,"CLI",8828125,"alcohol"
43,"DR",13705400,"alcohol"
43,"IF",15622090.9091,"alcohol"
43,"IPN",4725161.29032,"alcohol"
43,"SNc",6123613.63636,"alcohol"
43,"BAC",9730600,"alcohol"
43,"BST",10180107.0932,"alcohol"
43,"GPe",5737892.08633,"alcohol"
43,"GPi",10688712.6437,"alcohol"
43,"MSC",7848934.17722,"alcohol"
43,"TRS",7952276.59574,"alcohol"
43,"MA",5353854.30464,"alcohol"
43,"SI",9748297.14739,"alcohol"
43,"LS",17501397.9829,"alcohol"
43,"SF",12855650.4065,"alcohol"
43,"CP",12730412.9452,"alcohol"
43,"ACB",12130387.0314,"alcohol"
43,"FS",14533932.9268,"alcohol"
43,"OT",1947121.17843,"alcohol"
43,"AAA",8518015.5642,"alcohol"
43,"BA",6853000,"alcohol"
43,"CEA",10040033.3333,"alcohol"
43,"IA",12128723.4043,"alcohol"
43,"MEA",9241492.53731,"alcohol"
43,"HIP",9379147.11106,"alcohol"
43,"RHP",5450964.31087,"alcohol"
43,"ACA",7588939.27694,"alcohol"
43,"AI",11365741.3569,"alcohol"
43,"AUD",9726985.53412,"alcohol"
43,"ECT",8261152.20294,"alcohol"
43,"FRP",5685872.34043,"alcohol"
43,"GU",15261958.6563,"alcohol"
43,"ILA",7979662.84404,"alcohol"
43,"MO",10384211.4401,"alcohol"
43,"ORB",7937250,"alcohol"
43,"PERI",5999301.9432,"alcohol"
43,"PL",6940211.97411,"alcohol"
43,"PTLp",12569824.4337,"alcohol"
43,"RSP",8209594.63087,"alcohol"
43,"SS",12738711.0274,"alcohol"
43,"TEa",8851974.10072,"alcohol"
43,"VIS",9425797.80639,"alcohol"
43,"VISC",13908782.8627,"alcohol"
43,"AOB",6249105.26316,"alcohol"
43,"AON",11114239.8287,"alcohol"
43,"COA",4284518.08242,"alcohol"
43,"DP",6069315.78947,"alcohol"
43,"MOB",10519320.3593,"alcohol"
43,"NLOT",5164444.44444,"alcohol"
43,"PAA",2529906.35452,"alcohol"
43,"PIR",7030899.70501,"alcohol"
43,"TR",5514643.28657,"alcohol"
43,"TT",7636170.60367,"alcohol"
43,"BLAa",9327917.77188,"alcohol"
43,"BLAp",11950709.6774,"alcohol"
43,"BLAv",6590661.01695,"alcohol"
43,"BMA",10777274.6615,"alcohol"
43,"CLA",17724280.9917,"alcohol"
43,"EPd",13609451.7167,"alcohol"
43,"EPv",14051339.6226,"alcohol"
43,"LA",7980545.77465,"alcohol"
43,"PA",6781680.9816,"alcohol"
44,"PG",21396665.493,"alcohol"
44,"TRN",13338094.9721,"alcohol"
44,"CS",5035132.74336,"alcohol"
44,"PRNr",4526478.26087,"alcohol"
44,"NLL",758024.691358,"alcohol"
44,"LHA",10724588.1944,"alcohol"
44,"LPO",7416551.80723,"alcohol"
44,"PST",26070200,"alcohol"
44,"PSTN",20922086.9565,"alcohol"
44,"RCH",3117625,"alcohol"
44,"STN",7805306.45161,"alcohol"
44,"TU",3249830.98592,"alcohol"
44,"ZI",11092437.6278,"alcohol"
44,"AHN",8821664.81994,"alcohol"
44,"MBO",5231264.26426,"alcohol"
44,"MPN",1733824.17582,"alcohol"
44,"PH",15384733.3333,"alcohol"
44,"PMv",7216711.11111,"alcohol"
44,"PVHd",16767263.1579,"alcohol"
44,"VMH",5398507.46269,"alcohol"
44,"ADP",8619875,"alcohol"
44,"AVP",2064074.07407,"alcohol"
44,"AVPV",1390833.33333,"alcohol"
44,"DMH",11978262.9108,"alcohol"
44,"MEPO",4421000,"alcohol"
44,"MPO",3140797.81421,"alcohol"
44,"PD",8184500,"alcohol"
44,"PS",6031000,"alcohol"
44,"PVp",1377517.24138,"alcohol"
44,"PVpo",2409289.47368,"alcohol"
44,"SBPV",9566600,"alcohol"
44,"SFO",520000,"alcohol"
44,"VLPO",720833.333333,"alcohol"
44,"ARH",1880209.87654,"alcohol"
44,"PVH",7283652.17391,"alcohol"
44,"PVa",3291800,"alcohol"
44,"PVi",4802702.12766,"alcohol"
44,"SO",3730481.48148,"alcohol"
44,"ATN",6254175.38897,"alcohol"
44,"EPI",4663163.15789,"alcohol"
44,"GENv",22645179.8561,"alcohol"
44,"ILM",6959926.58228,"alcohol"
44,"LAT",7383429.28661,"alcohol"
44,"MED",5917964.39628,"alcohol"
44,"MTN",14953805.8608,"alcohol"
44,"RT",5195533.60489,"alcohol"
44,"GENd",7032484.21053,"alcohol"
44,"PP",3705250,"alcohol"
44,"SPA",9141368.42105,"alcohol"
44,"SPF",10156914.5299,"alcohol"
44,"VENT",8590228.50318,"alcohol"
44,"CUN",1564857.14286,"alcohol"
44,"EW",68446250,"alcohol"
44,"III",26420545.4545,"alcohol"
44,"IV",12246500,"alcohol"
44,"LT",6872000,"alcohol"
44,"MRN",11015993.0636,"alcohol"
44,"ND",26716090.9091,"alcohol"
44,"PRC",17262633.3333,"alcohol"
44,"APN",8000505.10204,"alcohol"
44,"MPT",11608390.2439,"alcohol"
44,"NOT",6502838.70968,"alcohol"
44,"NPC",16555759.0361,"alcohol"
44,"OP",7288222.22222,"alcohol"
44,"PPT",9276863.63636,"alcohol"
44,"RN",8310217.19457,"alcohol"
44,"RR",8196248.52071,"alcohol"
44,"SCdg",9508113.16397,"alcohol"
44,"SCdw",6025271.02804,"alcohol"
44,"SCig",12526029.2208,"alcohol"
44,"SCiw",12076208.3897,"alcohol"
44,"SNr",4067482.48408,"alcohol"
44,"VTA",9877254.12541,"alcohol"
44,"VTN",303000,"alcohol"
44,"IC",3448422.48062,"alcohol"
44,"MEV",3217000,"alcohol"
44,"NB",8094580,"alcohol"
44,"PBG",6774718.75,"alcohol"
44,"SAG",4126451.6129,"alcohol"
44,"SCop",18144889.3805,"alcohol"
44,"SCsg",7929187.82609,"alcohol"
44,"PPN",3264869.04762,"alcohol"
44,"CLI",12795619.0476,"alcohol"
44,"DR",18278914.2857,"alcohol"
44,"IF",14003500,"alcohol"
44,"IPN",6676218.75,"alcohol"
44,"SNc",6036950,"alcohol"
44,"BAC",14272333.3333,"alcohol"
44,"BST",14180598.1453,"alcohol"
44,"GPe",4561351.94585,"alcohol"
44,"GPi",9219144.73684,"alcohol"
44,"MSC",7666905.0536,"alcohol"
44,"TRS",13353240,"alcohol"
44,"MA",8530522.72727,"alcohol"
44,"SI",10727701.9983,"alcohol"
44,"LS",15658090.1572,"alcohol"
44,"SF",13623733.3333,"alcohol"
44,"CP",14702062.6554,"alcohol"
44,"ACB",17620278.0656,"alcohol"
44,"FS",17838236.3636,"alcohol"
44,"OT",11459452.2293,"alcohol"
44,"AAA",12691383.6735,"alcohol"
44,"BA",16146111.1111,"alcohol"
44,"CEA",17482203.7037,"alcohol"
44,"IA",22947302.3256,"alcohol"
44,"MEA",16119927.1845,"alcohol"
44,"HIP",8814754.79499,"alcohol"
44,"RHP",8593683.60196,"alcohol"
44,"ACA",10150223.8748,"alcohol"
44,"AI",14252489.8013,"alcohol"
44,"AUD",18415927.5834,"alcohol"
44,"ECT",13793355.4502,"alcohol"
44,"FRP",4762332.35294,"alcohol"
44,"GU",15768924.3466,"alcohol"
44,"ILA",13173514.8248,"alcohol"
44,"MO",9740670.98592,"alcohol"
44,"ORB",11920467.8653,"alcohol"
44,"PERI",11190214.1653,"alcohol"
44,"PL",12402291.4286,"alcohol"
44,"PTLp",18569576.9603,"alcohol"
44,"RSP",7686466.20047,"alcohol"
44,"SS",14339345.4998,"alcohol"
44,"TEa",14570617.3313,"alcohol"
44,"VIS",21810701.5488,"alcohol"
44,"VISC",12979160.2273,"alcohol"
44,"AOB",161928.571429,"alcohol"
44,"AON",12717942.3347,"alcohol"
44,"COA",12516023.369,"alcohol"
44,"DP",7815259.61538,"alcohol"
44,"MOB",249666.666667,"alcohol"
44,"NLOT",16945775.3623,"alcohol"
44,"PAA",16442534.8837,"alcohol"
44,"PIR",16684145.4209,"alcohol"
44,"TR",8245670.83333,"alcohol"
44,"TT",8597395.06173,"alcohol"
44,"BLAa",17124437.5,"alcohol"
44,"BLAp",14885730.1038,"alcohol"
44,"BLAv",15340950.9804,"alcohol"
44,"BMA",20830219.0889,"alcohol"
44,"CLA",30231232.0675,"alcohol"
44,"EPd",21830715.9763,"alcohol"
44,"EPv",21489739.7959,"alcohol"
44,"LA",23178751.7241,"alcohol"
44,"PA",16635231.7881,"alcohol"
45,"ACVII",9702000,"alcohol"
45,"GRN",3569521.21212,"alcohol"
45,"IRN",3846710.69182,"alcohol"
45,"MARN",2148880.59701,"alcohol"
45,"PARN",6521798.85057,"alcohol"
45,"VI",4462000,"alcohol"
45,"VII",2213129.44984,"alcohol"
45,"VNC",3660885.2459,"alcohol"
45,"CN",2049273.04965,"alcohol"
45,"NTB",6848666.66667,"alcohol"
45,"B",12186307.6923,"alcohol"
45,"DTN",1867769.23077,"alcohol"
45,"PCG",9099741.78404,"alcohol"
45,"PG",28557371.0247,"alcohol"
45,"PRNc",9426069.02985,"alcohol"
45,"SG",3142400,"alcohol"
45,"SUT",8675435.48387,"alcohol"
45,"TRN",16073224.2991,"alcohol"
45,"V",3592181.81818,"alcohol"
45,"CS",4830622.22222,"alcohol"
45,"LC",11689333.3333,"alcohol"
45,"LDT",11414944.4444,"alcohol"
45,"NI",11909418.6047,"alcohol"
45,"PRNr",4813146.1039,"alcohol"
45,"SLC",15870200,"alcohol"
45,"SLD",12521555.5556,"alcohol"
45,"NLL",2278701.6129,"alcohol"
45,"PB",9170476.03834,"alcohol"
45,"PSV",6016993.30357,"alcohol"
45,"SOC",5464454.54545,"alcohol"
45,"LHA",10346023.4875,"alcohol"
45,"LPO",7086726.65148,"alcohol"
45,"PST",11882600,"alcohol"
45,"PSTN",10152800,"alcohol"
45,"RCH",1025693.06931,"alcohol"
45,"STN",4106639.34426,"alcohol"
45,"TU",3717034.82587,"alcohol"
45,"ZI",12245799.5868,"alcohol"
45,"AHN",10611367.6471,"alcohol"
45,"MBO",5896006.30915,"alcohol"
45,"MPN",3246440,"alcohol"
45,"PH",12575653.4954,"alcohol"
45,"PMv",9916026.31579,"alcohol"
45,"PVHd",13820550,"alcohol"
45,"VMH",4151223.25581,"alcohol"
45,"ADP",5908928.57143,"alcohol"
45,"AVP",824793.103448,"alcohol"
45,"AVPV",225148.148148,"alcohol"
45,"DMH",13049448.7805,"alcohol"
45,"MEPO",2843561.64384,"alcohol"
45,"MPO",3813380.95238,"alcohol"
45,"PD",10215000,"alcohol"
45,"PS",5420818.18182,"alcohol"
45,"PVp",2905542.37288,"alcohol"
45,"PVpo",943878.787879,"alcohol"
45,"SBPV",4338650.79365,"alcohol"
45,"SFO",184400,"alcohol"
45,"VLPO",962272.727273,"alcohol"
45,"ARH",415762.376238,"alcohol"
45,"PVH",6197410,"alcohol"
45,"PVa",607600,"alcohol"
45,"PVi",890571.428571,"alcohol"
45,"SO",4273800,"alcohol"
45,"ATN",7245481.38298,"alcohol"
45,"EPI",3671037.03704,"alcohol"
45,"GENv",18251629.3706,"alcohol"
45,"ILM",6631995,"alcohol"
45,"LAT",5075080.40201,"alcohol"
45,"MED",6643657.51212,"alcohol"
45,"MTN",17828957.529,"alcohol"
45,"RT",5447793.17269,"alcohol"
45,"GENd",2288418.8862,"alcohol"
45,"PP",16225500,"alcohol"
45,"SPA",9563300,"alcohol"
45,"SPF",14973657.6577,"alcohol"
45,"VENT",10337854.2449,"alcohol"
45,"CUN",4277535.08772,"alcohol"
45,"EW",29036230.7692,"alcohol"
45,"III",15089833.3333,"alcohol"
45,"IV",15115000,"alcohol"
45,"LT",16393500,"alcohol"
45,"MRN",9851306.19469,"alcohol"
45,"ND",27321800,"alcohol"
45,"PRC",11460703.7037,"alcohol"
45,"APN",8139025.64103,"alcohol"
45,"MPT",12498128.2051,"alcohol"
45,"NOT",11831821.4286,"alcohol"
45,"NPC",15937395.0617,"alcohol"
45,"OP",7698291.66667,"alcohol"
45,"PPT",18611714.2857,"alcohol"
45,"RN",12051464.2857,"alcohol"
45,"RR",9541765.06024,"alcohol"
45,"SCdg",10637400.4577,"alcohol"
45,"SCdw",7283596.77419,"alcohol"
45,"SCig",11478817.8844,"alcohol"
45,"SCiw",11339304.4693,"alcohol"
45,"SNr",3224491.92101,"alcohol"
45,"VTA",6256992.70073,"alcohol"
45,"VTN",1774272.72727,"alcohol"
45,"IC",10295009.8955,"alcohol"
45,"MEV",13504416.6667,"alcohol"
45,"NB",6931738.09524,"alcohol"
45,"PBG",1022034.48276,"alcohol"
45,"SAG",2590111.11111,"alcohol"
45,"SCop",10495462.2222,"alcohol"
45,"SCsg",3329680.5293,"alcohol"
45,"PPN",6455304.5977,"alcohol"
45,"CLI",10844250,"alcohol"
45,"DR",10873928.5714,"alcohol"
45,"IF",27549923.0769,"alcohol"
45,"IPN",6722745.76271,"alcohol"
45,"SNc",7095628.20513,"alcohol"
45,"BAC",11841500,"alcohol"
45,"BST",10896989.0454,"alcohol"
45,"GPe",3708169.18429,"alcohol"
45,"GPi",3584462.58503,"alcohol"
45,"MSC",7102449.15254,"alcohol"
45,"TRS",4242540.22989,"alcohol"
45,"MA",4046569.23077,"alcohol"
45,"SI",6805528.99197,"alcohol"
45,"LS",17692120,"alcohol"
45,"SF",8446991.15044,"alcohol"
45,"CP",14339312.0212,"alcohol"
45,"ACB",14511357.2228,"alcohol"
45,"FS",15519285.7143,"alcohol"
45,"OT",5720741.51436,"alcohol"
45,"AAA",8815713.69295,"alcohol"
45,"BA",8939933.33333,"alcohol"
45,"CEA",11314545.2794,"alcohol"
45,"IA",19441349.3976,"alcohol"
45,"MEA",11696352.9412,"alcohol"
45,"HIP",8191023.25839,"alcohol"
45,"RHP",6532620.53745,"alcohol"
45,"ACA",6843846.83955,"alcohol"
45,"AI",9657873.52007,"alcohol"
45,"AUD",7782037.46513,"alcohol"
45,"ECT",12793205.9282,"alcohol"
45,"FRP",4742838.04627,"alcohol"
45,"GU",11688845.6376,"alcohol"
45,"ILA",10348561.6046,"alcohol"
45,"MO",6397566.59537,"alcohol"
45,"ORB",7892510.37344,"alcohol"
45,"PERI",10021060.5042,"alcohol"
45,"PL",10157959.6137,"alcohol"
45,"PTLp",6435840.59314,"alcohol"
45,"RSP",5469894.02609,"alcohol"
45,"SS",6980131.5457,"alcohol"
45,"TEa",8981425.17268,"alcohol"
45,"VIS",9178845.7474,"alcohol"
45,"VISC",9358689.11336,"alcohol"
45,"AOB",1221266.66667,"alcohol"
45,"AON",10134696.861,"alcohol"
45,"COA",10286291.6292,"alcohol"
45,"DP",8380294.11765,"alcohol"
45,"MOB",10796574.0741,"alcohol"
45,"NLOT",7359278.48101,"alcohol"
45,"PAA",7434626.41509,"alcohol"
45,"PIR",9650597.313,"alcohol"
45,"TR",9707773.03371,"alcohol"
45,"TT",10034159.292,"alcohol"
45,"BLAa",13397960.2273,"alcohol"
45,"BLAp",10692938.9831,"alcohol"
45,"BLAv",16581886.7925,"alcohol"
45,"BMA",16805497.7477,"alcohol"
45,"CLA",24400102.2222,"alcohol"
45,"EPd",15508828.7671,"alcohol"
45,"EPv",19293072.1154,"alcohol"
45,"LA",23868807.4324,"alcohol"
45,"PA",16981691.1765,"alcohol"
46,"ACVII",5350000,"control"
46,"GRN",1924062.5,"control"
46,"IRN",977833.333333,"control"
46,"MARN",1777851.06383,"control"
46,"PARN",1245650.60241,"control"
46,"VI",3027857.14286,"control"
46,"VII",1962928.57143,"control"
46,"VNC",7118200,"control"
46,"CN",4904676,"control"
46,"NTB",2811625,"control"
46,"B",11326133.3333,"control"
46,"DTN",6804611.11111,"control"
46,"PCG",8797618.83408,"control"
46,"PG",38344324.6269,"control"
46,"PRNc",14222614.1258,"control"
46,"SG",5310000,"control"
46,"SUT",10215289.8551,"control"
46,"TRN",31595016.2602,"control"
46,"V",9606529.41176,"control"
46,"CS",11377378.5714,"control"
46,"LC",3629666.66667,"control"
46,"LDT",19836043.4783,"control"
46,"NI",18036885.7143,"control"
46,"PRNr",11831306.8288,"control"
46,"SLC",20487545.4545,"control"
46,"SLD",19728379.3103,"control"
46,"NLL",1965346.15385,"control"
46,"PB",12784236.3112,"control"
46,"PSV",13131897.0917,"control"
46,"SOC",3396929.93631,"control"
46,"LHA",14003509.2656,"control"
46,"LPO",5945490.41096,"control"
46,"PST",20535000,"control"
46,"PSTN",18501863.6364,"control"
46,"RCH",1969852.45902,"control"
46,"STN",16780725.8065,"control"
46,"TU",2619622.34043,"control"
46,"ZI",25107449.3042,"control"
46,"AHN",7503022.72727,"control"
46,"MBO",7715184.3318,"control"
46,"MPN",471960,"control"
46,"PH",16023631.2849,"control"
46,"PMv",2227818.18182,"control"
46,"PVHd",17889166.6667,"control"
46,"VMH",938500,"control"
46,"ADP",3035800,"control"
46,"AVP",648266.666667,"control"
46,"AVPV",476000,"control"
46,"DMH",10239075,"control"
46,"MPO",959455,"control"
46,"PD",874000,"control"
46,"PS",7242300,"control"
46,"PVp",174800,"control"
46,"SBPV",1655000,"control"
46,"SFO",586000,"control"
46,"VLPO",810000,"control"
46,"ARH",12000,"control"
46,"PVH",3460933.33333,"control"
46,"SO",3402535.71429,"control"
46,"ATN",10589214.5923,"control"
46,"EPI",4126318.18182,"control"
46,"GENv",33169483.4437,"control"
46,"ILM",16655717.3913,"control"
46,"LAT",6531997.59904,"control"
46,"MED",6821538.71499,"control"
46,"MTN",6076743.80165,"control"
46,"RT",5249923.22835,"control"
46,"GENd",10198396.8668,"control"
46,"PP",5707230.76923,"control"
46,"SPA",8659285.71429,"control"
46,"SPF",15005099.0991,"control"
46,"VENT",11458651.4032,"control"
46,"CUN",8453572.72727,"control"
46,"III",39098941.1765,"control"
46,"IV",21031000,"control"
46,"LT",4702500,"control"
46,"MRN",20782796.2567,"control"
46,"ND",108527230.769,"control"
46,"PRC",23505718.75,"control"
46,"APN",27771221.393,"control"
46,"MPT",19053255.3191,"control"
46,"NOT",25363666.6667,"control"
46,"NPC",38909793.1034,"control"
46,"OP",15838192.3077,"control"
46,"PPT",24956440,"control"
46,"RN",23469594.1423,"control"
46,"RR",7971252.94118,"control"
46,"SCdg",12804953.2909,"control"
46,"SCdw",7704333.33333,"control"
46,"SCig",27811085.5397,"control"
46,"SCiw",23942726.6667,"control"
46,"SNr",7017735.13514,"control"
46,"VTA",12049467.0846,"control"
46,"VTN",5493352.94118,"control"
46,"IC",10120015.5246,"control"
46,"MEV",11080384.6154,"control"
46,"NB",6519319.14894,"control"
46,"PBG",1340172.41379,"control"
46,"SAG",6739459.45946,"control"
46,"SCop",30108367.7686,"control"
46,"SCsg",16488690.7776,"control"
46,"PPN",12723641.791,"control"
46,"CLI",1492875,"control"
46,"DR",12528000,"control"
46,"IF",806000,"control"
46,"IPN",797608.695652,"control"
46,"SNc",7225172.83951,"control"
46,"BAC",447333.333333,"control"
46,"BST",10226617.0543,"control"
46,"GPe",6934531.75775,"control"
46,"GPi",15977125,"control"
46,"MSC",3588893.61702,"control"
46,"TRS",2406968.25397,"control"
46,"MA",3842007.19424,"control"
46,"SI",7841044.0678,"control"
46,"LS",14758476.0766,"control"
46,"SF",9570020.61856,"control"
46,"CP",19051454.8047,"control"
46,"ACB",16315993.9126,"control"
46,"FS",14206209.1503,"control"
46,"OT",5142948.66071,"control"
46,"AAA",7297333.33333,"control"
46,"BA",6677703.7037,"control"
46,"CEA",20278191.4062,"control"
46,"IA",17587109.7561,"control"
46,"MEA",15146829.3076,"control"
46,"HIP",11650771.3799,"control"
46,"RHP",12075826.3352,"control"
46,"ACA",18130139.5568,"control"
46,"AI",13018192.2499,"control"
46,"AUD",26029339.6813,"control"
46,"ECT",15088566.6667,"control"
46,"FRP",6927104.65116,"control"
46,"GU",11205140.8451,"control"
46,"ILA",9815748.63388,"control"
46,"MO",19123161.194,"control"
46,"ORB",22851988.1007,"control"
46,"PERI",15552922.7053,"control"
46,"PL",11174652.8822,"control"
46,"PTLp",21687564.0553,"control"
46,"RSP",14424569.8413,"control"
46,"SS",32207571.2577,"control"
46,"TEa",16065309.7744,"control"
46,"VIS",28404521.1339,"control"
46,"VISC",13251433.2604,"control"
46,"AOB",11928040,"control"
46,"AON",14239877.8626,"control"
46,"COA",8652965.77243,"control"
46,"DP",10899821.4286,"control"
46,"MOB",18192540.5405,"control"
46,"NLOT",11533200,"control"
46,"PAA",8395794.11765,"control"
46,"PIR",11372141.3065,"control"
46,"TR",9321826.83983,"control"
46,"TT",10312957.4468,"control"
46,"BLAa",18928755.8824,"control"
46,"BLAp",16018772.242,"control"
46,"BLAv",10332925.2336,"control"
46,"BMA",14504850,"control"
46,"CLA",31177162.7907,"control"
46,"EPd",21667104.1667,"control"
46,"EPv",17172717.8218,"control"
46,"LA",19200645.3901,"control"
46,"PA",14348215.2778,"control"
47,"ACVII",1202000,"control"
47,"GRN",817266.666667,"control"
47,"IRN",547488.372093,"control"
47,"MARN",926603.773585,"control"
47,"PARN",733717.647059,"control"
47,"VI",2158166.66667,"control"
47,"VII",391834.586466,"control"
47,"VNC",2827255,"control"
47,"CN",3007362.5,"control"
47,"NTB",3440964.28571,"control"
47,"B",10959384.6154,"control"
47,"DTN",8089785.71429,"control"
47,"PCG",9985540.17857,"control"
47,"PG",34267957.1984,"control"
47,"PRNc",7189255.81395,"control"
47,"SG",5812500,"control"
47,"SUT",7766483.87097,"control"
47,"TRN",34434443.9252,"control"
47,"V",4522100.67114,"control"
47,"CS",14806122.6994,"control"
47,"LC",7778166.66667,"control"
47,"LDT",17076666.6667,"control"
47,"NI",18827720.9302,"control"
47,"PRNr",10126997.936,"control"
47,"SLC",8224666.66667,"control"
47,"SLD",13551225.8065,"control"
47,"NLL",5392438.59649,"control"
47,"PB",8866818.18182,"control"
47,"PSV",6235016.2413,"control"
47,"SOC",3811831.16883,"control"
47,"LHA",10027702.4793,"control"
47,"LPO",4498892.94404,"control"
47,"PST",23640800,"control"
47,"PSTN",22686250,"control"
47,"RCH",384764.150943,"control"
47,"STN",16608870.9677,"control"
47,"TU",1506127.45098,"control"
47,"ZI",16551633.1237,"control"
47,"AHN",7700727.27273,"control"
